:Arabidopsis_lyrata_negative
:centroid_mass	total_ion_count
795.2208	1.228e1
795.9758	1.339e1
796.0420	2.869e0
796.1215	2.892e1
796.2143	9.374e0
796.2938	1.489e1
796.9432	8.985e0
797.0095	7.177e0
797.1155	1.874e1
797.2880	1.371e1
797.9245	1.167e1
798.0307	1.889e1
798.0970	1.020e1
798.1898	1.362e1
798.9197	7.249e0
798.9994	1.434e1
799.0923	9.970e0
799.1719	1.072e1
799.2383	1.400e1
